model,function,file,source_characters,llvm_characters,representation_size,dependency_count,json_valid,request_success,latency_seconds,retry_count,prompt_tokens,output_tokens,total_tokens,keyword_count,concept_count,summary_length,purpose_length,behavior_length,source_code,ast,llvm,cfg,call_graph,purpose_complete,behavior_complete,summary_complete,inputs_complete,outputs_complete,side_effects_complete,dependencies_complete,concepts_complete,keywords_complete,algorithm_complete,complexity_complete,human_accuracy,human_relevance,human_faithfulness,human_usefulness,function_type,complexity_category,graph_complexity
llama-3.2-3b-instruct,src/search/see.cpp::see::14,enhanced_llama-3.2-3b-instruct.json,3874,160789,164663,0,True,True,3.946,0,4485,275,4760,3,3,101,88,276,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,,,,Method,Simple,Leaf
microsoft/phi-4-mini-reasoning,benchmark_tests/benchmark_tests.h::Test::BenchMark::Puzzle::Puzzle::25,enhanced_microsoft_phi-4-mini-reasoning.json,115,771206,771321,0,True,True,5.322,0,2802,354,3156,5,4,381,89,248,True,True,True,False,False,True,True,True,True,False,True,True,True,True,True,True,,,,,Test,Moderate,Leaf
microsoft/phi-4-mini-reasoning,benchmark_tests/perft_tests.cpp::split::21,enhanced_microsoft_phi-4-mini-reasoning.json,306,771206,771512,0,True,True,3.888,0,2923,252,3175,6,3,167,60,146,True,True,True,False,False,True,True,True,True,True,False,True,True,True,True,True,,,,,Test,Complex,Leaf
microsoft/phi-4-mini-reasoning,benchmark_tests/perft_tests.cpp::Test::BenchMark::perftDriver::36,enhanced_microsoft_phi-4-mini-reasoning.json,565,771206,771771,0,True,True,5.474,0,3226,363,3589,13,6,228,81,226,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,,,,,Test,Complex,Leaf
microsoft/phi-4-mini-reasoning,benchmark_tests/perft_tests.cpp::Test::BenchMark::perft::60,enhanced_microsoft_phi-4-mini-reasoning.json,1488,771206,772694,0,True,True,5.143,0,3468,330,3798,7,4,223,95,178,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,,,,,Test,Complex,Leaf
microsoft/phi-4-mini-reasoning,benchmark_tests/perft_tests.cpp::Test::BenchMark::standardPerft::107,enhanced_microsoft_phi-4-mini-reasoning.json,1474,771206,772680,0,True,True,6.028,0,3376,400,3776,12,5,361,88,220,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,,,,,Test,Complex,Leaf
microsoft/phi-4-mini-reasoning,benchmark_tests/puzzle_tests.cpp::Test::BenchMark::matingPuzzles::29,enhanced_microsoft_phi-4-mini-reasoning.json,573,719080,719653,0,True,True,5.101,0,2728,344,3072,10,6,201,86,225,True,True,True,True,False,True,True,True,False,True,True,True,True,True,True,True,,,,,Test,Moderate,Leaf
microsoft/phi-4-mini-reasoning,benchmark_tests/search_and_eval.cpp::Test::BenchMark::staticSearch::71,enhanced_microsoft_phi-4-mini-reasoning.json,2050,776006,778056,0,True,True,6.424,0,3339,425,3764,9,3,302,73,194,True,True,True,False,False,True,True,True,True,False,True,True,True,True,True,True,,,,,Test,Complex,Leaf
microsoft/phi-4-mini-reasoning,benchmark_tests/search_and_eval.cpp::Test::BenchMark::staticEval::125,enhanced_microsoft_phi-4-mini-reasoning.json,996,776006,777002,0,True,True,5.687,0,3082,377,3459,10,7,304,122,279,True,True,True,False,False,True,True,True,False,True,True,True,True,True,True,True,,,,,Test,Complex,Leaf
microsoft/phi-4-mini-reasoning,debug_tests/bitmask_tests.cpp::Test::Debug::countPawnAttacks::17,enhanced_microsoft_phi-4-mini-reasoning.json,802,0,802,0,True,True,4.652,0,1170,350,1520,7,6,246,76,211,True,True,False,False,False,True,True,True,False,True,True,True,True,True,True,True,,,,,Test,Simple,Leaf
microsoft/phi-4-mini-reasoning,debug_tests/bitmask_tests.cpp::Test::Debug::countKnightMoves::39,enhanced_microsoft_phi-4-mini-reasoning.json,1093,0,1093,0,True,True,4.577,0,1253,340,1593,9,2,325,87,202,True,True,False,False,False,True,True,True,False,True,True,True,True,True,True,True,,,,,Test,Simple,Leaf
microsoft/phi-4-mini-reasoning,debug_tests/bitmask_tests.cpp::Test::Debug::countKingMoves::67,enhanced_microsoft_phi-4-mini-reasoning.json,1109,0,1109,0,True,True,4.28,0,1260,318,1578,4,4,253,71,152,True,True,False,False,False,True,True,True,False,True,True,True,True,True,True,True,,,,,Test,Simple,Leaf
microsoft/phi-4-mini-reasoning,debug_tests/bitmask_tests.cpp::Test::Debug::countBishopMoves_noEdges::94,enhanced_microsoft_phi-4-mini-reasoning.json,356,0,356,0,True,True,3.031,0,885,229,1114,3,4,72,87,178,True,True,False,False,False,True,True,True,False,True,True,True,True,True,True,True,,,,,Test,Simple,Leaf
microsoft/phi-4-mini-reasoning,debug_tests/bitmask_tests.cpp::Test::Debug::countRookMoves_noEdges::105,enhanced_microsoft_phi-4-mini-reasoning.json,349,0,349,0,True,True,3.893,0,885,300,1185,6,4,104,82,132,True,True,False,False,False,True,True,True,False,True,True,True,True,True,True,True,,,,,Test,Simple,Leaf
microsoft/phi-4-mini-reasoning,debug_tests/evaluation_tests.cpp::flipVertical::16,enhanced_microsoft_phi-4-mini-reasoning.json,415,534127,534542,0,True,True,3.942,0,3172,244,3416,5,2,154,97,239,True,True,True,True,False,True,True,True,True,True,False,False,True,True,True,True,,,,,Method,Moderate,Leaf
microsoft/phi-4-mini-reasoning,debug_tests/evaluation_tests.cpp::mirrorBitboards::27,enhanced_microsoft_phi-4-mini-reasoning.json,168,534127,534295,0,True,True,4.216,0,2914,259,3173,4,3,103,72,114,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,,,,,Method,Moderate,Leaf
microsoft/phi-4-mini-reasoning,debug_tests/evaluation_tests.cpp::swapColours::33,enhanced_microsoft_phi-4-mini-reasoning.json,601,534127,534728,0,True,True,5.972,0,3225,378,3603,4,4,218,95,231,True,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,,,,,Method,Moderate,Leaf
microsoft/phi-4-mini-reasoning,debug_tests/evaluation_tests.cpp::Test::Debug::mirrorEval::54,enhanced_microsoft_phi-4-mini-reasoning.json,1770,534127,535897,0,True,True,5.169,0,3423,315,3738,5,4,200,71,208,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,,,,,Test,Moderate,Leaf
microsoft/phi-4-mini-reasoning,debug_tests/game_scenario.cpp::Test::Debug::gameScenario::21,enhanced_microsoft_phi-4-mini-reasoning.json,168,422910,423078,0,True,True,3.682,0,2651,215,2866,5,4,175,45,115,True,True,True,False,False,True,True,True,False,False,True,True,True,True,True,True,,,,,Test,Simple,Leaf
microsoft/phi-4-mini-reasoning,debug_tests/game_scenario.cpp::Test::Debug::boardInCheck::27,enhanced_microsoft_phi-4-mini-reasoning.json,882,422910,423792,0,True,True,7.415,0,3305,291,3596,6,4,302,85,126,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,,,,,Test,Simple,Leaf
microsoft/phi-4-mini-reasoning,debug_tests/game_scenario.cpp::Test::Debug::boardNonPawnMat::43,enhanced_microsoft_phi-4-mini-reasoning.json,742,422910,423652,0,True,True,4.687,0,3254,294,3548,7,3,228,85,159,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,,,,,Test,Simple,Leaf
microsoft/phi-4-mini-reasoning,debug_tests/move_tests.cpp::Test::Debug::moveSorting::20,enhanced_microsoft_phi-4-mini-reasoning.json,958,477165,478123,0,True,True,6.422,0,3308,421,3729,9,4,276,78,327,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,,,,,Test,Moderate,Leaf
microsoft/phi-4-mini-reasoning,debug_tests/move_tests.cpp::Test::Debug::printMoveOrdering::50,enhanced_microsoft_phi-4-mini-reasoning.json,1088,477165,478253,0,True,True,6.322,0,3341,413,3754,12,2,346,49,286,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,,,,,Test,Moderate,Leaf
microsoft/phi-4-mini-reasoning,debug_tests/see_tests.cpp::Test::Debug::see_test::15,enhanced_microsoft_phi-4-mini-reasoning.json,1330,0,1330,0,True,True,3.547,0,1245,246,1491,7,4,105,89,149,True,True,False,False,True,True,True,True,False,True,True,True,True,True,True,True,,,,,Test,Simple,Leaf
microsoft/phi-4-mini-reasoning,include/board.h::Board::Board::33,enhanced_microsoft_phi-4-mini-reasoning.json,30,771206,771236,0,True,True,5.828,0,2644,399,3043,9,5,414,44,375,True,True,True,False,False,True,True,True,False,False,True,True,True,True,True,True,,,,,Method,Moderate,Leaf
microsoft/phi-4-mini-reasoning,include/board.h::Board::Board::34,enhanced_microsoft_phi-4-mini-reasoning.json,74,771206,771280,0,True,True,4.149,0,2710,269,2979,6,3,268,69,75,True,True,True,False,False,True,True,True,True,False,True,True,True,True,True,True,,,,,Method,Moderate,Leaf
microsoft/phi-4-mini-reasoning,include/inline_functions.h::countBits::9,enhanced_microsoft_phi-4-mini-reasoning.json,203,771206,771409,0,True,True,3.786,0,2843,237,3080,3,3,92,87,110,True,True,True,False,False,True,True,True,True,True,False,True,True,True,True,True,,,,,Method,Complex,Leaf
microsoft/phi-4-mini-reasoning,include/inline_functions.h::bsf::31,enhanced_microsoft_phi-4-mini-reasoning.json,87,771206,771293,0,True,True,4.141,0,2816,262,3078,3,3,145,80,113,True,True,True,False,False,True,True,True,True,True,False,True,True,True,True,True,,,,,Method,Moderate,Leaf
microsoft/phi-4-mini-reasoning,include/inline_functions.h::pop_lsb::36,enhanced_microsoft_phi-4-mini-reasoning.json,94,771206,771300,0,True,True,5.262,0,2846,342,3188,4,3,157,101,142,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,,,,,Method,Moderate,Leaf
microsoft/phi-4-mini-reasoning,include/inline_functions.h::shiftLeft::43,enhanced_microsoft_phi-4-mini-reasoning.json,68,771206,771274,0,True,True,3.78,0,2744,242,2986,3,2,113,83,95,True,True,True,False,False,True,True,True,True,False,True,True,True,True,True,True,,,,,Method,Moderate,Leaf
microsoft/phi-4-mini-reasoning,include/inline_functions.h::shiftRight::47,enhanced_microsoft_phi-4-mini-reasoning.json,69,771206,771275,0,True,True,3.667,0,2744,233,2977,4,2,119,109,90,True,True,True,False,False,True,True,True,True,True,False,True,True,True,True,True,,,,,Method,Moderate,Leaf
microsoft/phi-4-mini-reasoning,include/inline_functions.h::getBishopAttacks::52,enhanced_microsoft_phi-4-mini-reasoning.json,313,771206,771519,0,True,True,4.419,0,3051,284,3335,7,4,124,86,244,True,True,True,False,False,True,True,True,True,False,True,True,True,True,True,True,,,,,Method,Complex,Leaf
microsoft/phi-4-mini-reasoning,include/inline_functions.h::getBishopXrayAttacks::60,enhanced_microsoft_phi-4-mini-reasoning.json,246,771206,771452,0,True,True,4.473,0,3026,285,3311,5,3,215,76,118,True,True,True,False,True,True,True,True,True,False,True,True,True,True,True,True,,,,,Method,Complex,Leaf
microsoft/phi-4-mini-reasoning,include/inline_functions.h::getRookAttacks::66,enhanced_microsoft_phi-4-mini-reasoning.json,303,771206,771509,0,True,True,3.66,0,3051,224,3275,3,2,210,117,137,True,True,True,False,False,True,True,True,True,True,False,False,True,True,True,True,,,,,Method,Complex,Leaf
microsoft/phi-4-mini-reasoning,include/inline_functions.h::getRookXrayAttacks::74,enhanced_microsoft_phi-4-mini-reasoning.json,240,771206,771446,0,True,True,5.476,0,3026,354,3380,9,4,170,106,239,True,True,True,False,True,True,True,True,True,True,False,True,True,True,True,True,,,,,Method,Complex,Leaf
microsoft/phi-4-mini-reasoning,include/inline_functions.h::getQueenAttacks::80,enhanced_microsoft_phi-4-mini-reasoning.json,537,771206,771743,0,True,True,5.654,0,3160,362,3522,7,4,183,96,212,True,True,True,False,False,True,True,True,True,True,False,True,True,True,True,True,,,,,Method,Complex,Leaf
microsoft/phi-4-mini-reasoning,include/move.h::Move::Move::27,enhanced_microsoft_phi-4-mini-reasoning.json,24,771206,771230,0,True,True,4.049,0,2647,262,2909,4,3,223,76,176,True,True,True,False,False,True,True,True,False,False,True,True,True,True,True,True,,,,,Method,Moderate,Leaf
microsoft/phi-4-mini-reasoning,include/move.h::Move::Move::29,enhanced_microsoft_phi-4-mini-reasoning.json,35,771206,771241,0,True,True,3.33,0,2696,213,2909,3,3,102,98,111,True,True,True,False,False,True,True,True,True,False,True,True,True,True,True,True,,,,,Method,Moderate,Leaf
microsoft/phi-4-mini-reasoning,include/move.h::Move::Move::31,enhanced_microsoft_phi-4-mini-reasoning.json,120,771206,771326,0,True,True,3.643,0,2802,238,3040,4,2,123,74,133,True,True,True,False,False,True,True,True,True,False,True,True,True,True,True,True,,,,,Method,Complex,Leaf
microsoft/phi-4-mini-reasoning,include/move.h::Move::Move::35,enhanced_microsoft_phi-4-mini-reasoning.json,158,771206,771364,0,True,True,5.261,0,2886,355,3241,5,3,283,131,326,True,True,True,False,False,True,True,True,True,False,True,True,True,True,True,True,,,,,Method,Complex,Leaf
microsoft/phi-4-mini-reasoning,include/types.h::operator~::11,enhanced_microsoft_phi-4-mini-reasoning.json,64,771206,771270,0,True,True,3.528,0,2721,222,2943,4,2,126,50,94,True,True,True,False,False,True,True,True,True,True,False,True,True,True,True,True,,,,,Method,Moderate,Leaf
microsoft/phi-4-mini-reasoning,include/types.h::make_piece::22,enhanced_microsoft_phi-4-mini-reasoning.json,84,771206,771290,0,True,True,2.714,0,2786,168,2954,0,0,131,63,108,True,True,True,False,False,True,True,True,True,False,False,False,False,False,True,True,,,,,Method,Moderate,Leaf
microsoft/phi-4-mini-reasoning,include/types.h::pieceType::31,enhanced_microsoft_phi-4-mini-reasoning.json,55,771206,771261,0,True,True,3.287,0,2701,213,2914,2,2,216,65,107,True,True,True,False,False,True,True,True,True,True,False,False,True,True,True,True,,,,,Method,Moderate,Leaf
microsoft/phi-4-mini-reasoning,include/types.h::color::32,enhanced_microsoft_phi-4-mini-reasoning.json,51,771206,771257,0,True,True,3.991,0,2696,264,2960,4,4,89,60,255,True,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,,,,,Method,Moderate,Leaf
microsoft/phi-4-mini-reasoning,include/types.h::UndoInfo::UndoInfo::41,enhanced_microsoft_phi-4-mini-reasoning.json,77,771206,771283,0,True,True,4.242,0,2691,287,2978,5,3,186,94,223,True,True,True,False,False,True,True,True,False,False,True,True,True,True,True,True,,,,,Method,Moderate,Leaf
microsoft/phi-4-mini-reasoning,include/types.h::UndoInfo::UndoInfo::44,enhanced_microsoft_phi-4-mini-reasoning.json,102,771206,771308,0,True,True,3.499,0,2744,230,2974,4,3,190,81,152,True,True,True,False,False,True,True,True,False,False,True,True,True,True,True,True,,,,,Method,Moderate,Leaf
microsoft/phi-4-mini-reasoning,src/UCI.cpp::resetGameVariables::26,enhanced_microsoft_phi-4-mini-reasoning.json,76,2478009,2478085,0,True,True,4.185,0,2734,283,3017,3,3,133,53,187,True,True,True,True,False,True,True,True,False,False,True,True,True,True,True,True,,,,,Method,Complex,Leaf
microsoft/phi-4-mini-reasoning,src/UCI.cpp::handleUci::31,enhanced_microsoft_phi-4-mini-reasoning.json,1662,2478009,2479671,0,True,True,2.858,0,3534,166,3700,4,3,90,52,58,True,True,True,True,False,True,True,True,False,True,True,True,True,True,True,True,,,,,Method,Complex,Leaf
microsoft/phi-4-mini-reasoning,src/UCI.cpp::handleOption::66,enhanced_microsoft_phi-4-mini-reasoning.json,1512,2478009,2479521,0,True,True,5.083,0,3548,323,3871,9,3,193,123,191,True,True,True,False,False,True,True,True,True,False,True,True,True,True,True,True,,,,,Method,Complex,Leaf
microsoft/phi-4-mini-reasoning,src/UCI.cpp::handleOption::103,enhanced_microsoft_phi-4-mini-reasoning.json,418,2478009,2478427,0,True,True,4.575,0,3132,299,3431,6,3,186,88,232,True,True,True,False,False,True,True,True,True,False,True,True,True,True,True,True,,,,,Method,Complex,Leaf
microsoft/phi-4-mini-reasoning,src/UCI.cpp::handleIsReady::118,enhanced_microsoft_phi-4-mini-reasoning.json,62,2478009,2478071,0,True,True,3.367,0,2720,214,2934,3,2,87,36,134,True,True,True,True,False,True,True,True,False,True,True,True,True,True,False,True,,,,,Method,Complex,Leaf
microsoft/phi-4-mini-reasoning,src/UCI.cpp::handlePosition::122,enhanced_microsoft_phi-4-mini-reasoning.json,2489,2478009,2480498,0,True,True,6.543,0,3624,424,4048,11,4,341,93,315,True,True,True,False,True,True,True,True,True,False,True,True,True,True,True,True,,,,,Method,Complex,Leaf
microsoft/phi-4-mini-reasoning,src/UCI.cpp::handleGo::194,enhanced_microsoft_phi-4-mini-reasoning.json,1703,2478009,2479712,0,True,True,7.714,0,3484,508,3992,14,5,369,165,282,True,True,True,False,False,True,True,True,True,False,True,True,True,True,True,True,,,,,Method,Complex,Leaf
microsoft/phi-4-mini-reasoning,src/UCI.cpp::cleanUp::233,enhanced_microsoft_phi-4-mini-reasoning.json,91,2478009,2478100,0,True,True,3.084,0,2796,191,2987,4,2,93,55,84,True,True,True,True,False,True,True,True,False,False,True,True,True,True,True,True,,,,,Method,Complex,Leaf
microsoft/phi-4-mini-reasoning,src/UCI.cpp::UCI::238,enhanced_microsoft_phi-4-mini-reasoning.json,1945,2478009,2479954,0,True,True,5.93,0,3556,381,3937,7,5,172,90,290,True,True,True,False,True,True,True,True,True,False,True,True,True,True,True,True,,,,,Method,Complex,Leaf
microsoft/phi-4-mini-reasoning,src/board.cpp::charToPiece::24,enhanced_microsoft_phi-4-mini-reasoning.json,760,641627,642387,0,True,True,4.984,0,3330,318,3648,4,4,223,71,153,True,True,True,True,False,True,True,True,True,True,False,True,True,True,True,True,,,,,Method,Moderate,Leaf
microsoft/phi-4-mini-reasoning,src/hashtable.cpp::generateHashKey::26,enhanced_microsoft_phi-4-mini-reasoning.json,655,169878,170533,0,True,True,5.283,0,3387,337,3724,6,3,172,91,220,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,,,,,Method,Simple,Leaf
microsoft/phi-4-mini-reasoning,src/hashtable.cpp::initTranspositionTable::48,enhanced_microsoft_phi-4-mini-reasoning.json,571,169878,170449,0,True,True,5.125,0,3282,329,3611,5,3,134,71,250,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,,,,,Method,Simple,Leaf
microsoft/phi-4-mini-reasoning,src/hashtable.cpp::clearTranspositionTable::67,enhanced_microsoft_phi-4-mini-reasoning.json,546,169878,170424,0,True,True,3.763,0,3263,233,3496,4,4,122,78,179,True,True,True,True,True,True,True,True,False,False,True,True,True,True,True,True,,,,,Method,Simple,Leaf
microsoft/phi-4-mini-reasoning,src/hashtable.cpp::probeHash::81,enhanced_microsoft_phi-4-mini-reasoning.json,1424,169878,171302,0,True,True,6.373,0,3692,409,4101,11,7,256,121,267,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,,,,,Method,Simple,Leaf
microsoft/phi-4-mini-reasoning,src/hashtable.cpp::recordHash::114,enhanced_microsoft_phi-4-mini-reasoning.json,723,169878,170601,0,True,True,5.093,0,3439,320,3759,9,4,196,110,162,True,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,,,,,Method,Simple,Leaf
microsoft/phi-4-mini-reasoning,src/hashtable.cpp::checkHashOccupancy::132,enhanced_microsoft_phi-4-mini-reasoning.json,323,169878,170201,0,True,True,4.466,0,3176,282,3458,5,3,195,88,245,True,True,True,True,False,True,True,True,False,True,True,True,True,True,True,True,,,,,Method,Simple,Leaf
microsoft/phi-4-mini-reasoning,src/init.cpp::maskPawnAttacks::123,enhanced_microsoft_phi-4-mini-reasoning.json,439,452444,452883,0,True,True,5.464,0,3357,353,3710,9,6,202,73,239,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,,,,,Method,Simple,Leaf
